song_id,artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
216,Bitch and Animal,Best Cock on the Block,0.817,0.66,1,-9.682,0,0.214,0.175,0.000187,0.104,0.744,122.22,219987
217,Jake Edwards,Pink & Blue,0.359,0.301,6,-14.759,1,0.0358,0.776,0.107,0.0974,0.0392,136.045,351147
218,Benny,Boys Will Be Boys,0.711,0.553,6,-10.478,0,0.0408,0.279,0.00168,0.101,0.34,114.977,218056
219,Cavetown,This Is Home,0.81,0.266,7,-12.478,1,0.0407,0.56,1.05E-06,0.0962,0.212,130.041,226073
220,Left at London,Revolution Lover,0.538,0.817,6,-6.791,1,0.0774,0.153,0,0.503,0.717,147.957,142703
221,Dyke Drama,Crying In A Bathroom Stall,0.384,0.914,6,-4.7,1,0.0905,0.000547,0.00107,0.328,0.616,96.435,122321
222,Jinkx Monsoon,Just Me (The Gender Binary Blues),0.475,0.513,11,-6.197,1,0.0793,0.179,0,0.115,0.227,131.505,277720
223,Matt Fishel,Radio-Friendly Pop Song,0.432,0.773,2,-4.848,1,0.0843,0.00699,0,0.0851,0.22,163.726,229873
224,G.L.O.S.S.,Masculine Artifice,0.251,0.904,7,-6.659,1,0.0859,2.59E-06,0.783,0.101,0.522,84.713,81375
225,Against Me!,I Was a Teenage Anarchist,0.448,0.952,10,-3.477,1,0.0803,0.000603,0.00145,0.109,0.489,152.958,195160
226,Jake Edwards,Changes,0.514,0.259,4,-13.485,1,0.043,0.891,0.0237,0.147,0.519,107.123,151291
227,Katastrophe,Something Different,0.86,0.661,7,-9.844,1,0.21,0.0248,5.36E-05,0.0999,0.517,96.023,195907
228,Mallrat,I Don't Hate My Body I'm Just Afraid of It,0.421,0.554,4,-10.103,1,0.0569,0.121,0.00305,0.153,0.373,118.19,117010
229,Limp Wrist,Fake Fags,0.279,0.724,9,-6.737,1,0.0335,0.00112,0.238,0.253,0.644,90.968,97547
230,Pansy Division,Blame the Bible,0.467,0.85,11,-3.809,1,0.0602,0.00271,0,0.0556,0.394,137.998,218160
231,Mina Caputo,Identity,0.611,0.349,0,-7.235,1,0.0253,0.0167,0.0123,0.126,0.0413,74.981,215947
232,Art Project,Pretty boy,0.549,0.512,7,-13.31,1,0.0495,0.0262,1.75E-06,0.479,0.62,150.014,144139
233,Against Me!,Paralytic States,0.46,0.927,1,-3.667,0,0.0741,1.77E-05,9.63E-05,0.285,0.475,127.633,192587
234,Katastrophe,Man Enough,0.98,0.66,1,-10.264,1,0.274,0.114,8.12E-05,0.142,0.742,116.573,107120
235,Left at London,I Don't Trust U Anymore,0.773,0.41,4,-8.545,1,0.0418,0.291,0,0.38,0.453,111.916,151563
236,G.L.O.S.S.,Targets of Men Targets of Men,0.287,0.916,2,-6.537,1,0.0629,1.13E-06,0.89,0.328,0.36,95.99,113000
237,Bitch and Animal,Boy Girl Wonder,0.441,0.0516,9,-13.939,1,0.203,0.591,0.00121,0.117,0.259,76.66,201507
238,Skylar Kergil,Brothers,0.492,0.396,2,-8.507,1,0.0337,0.694,0,0.124,0.578,143.993,239747
239,Bratmobile,Gimme Brains,0.518,0.982,5,-3.194,1,0.0463,0.333,0,0.191,0.96,164.562,136880
240,Ryan Cassata,Bedroom Eyes,0.574,0.597,11,-5.246,1,0.0295,0.118,0,0.132,0.269,91.106,183613
241,Namoli Brennet,Boy in a Dress,0.451,0.166,9,-11.525,0,0.0304,0.873,0.00205,0.12,0.437,135.657,296973
242,Jonesin' and the Hurt,Genderless (Hidden),0.577,0.754,7,-4.223,1,0.036,0.101,3.91E-06,0.0914,0.371,140.05,231163
243,She/Her/hers,Family,0.384,0.418,4,-6.613,1,0.0317,0.259,0.000132,0.128,0.245,125.282,278750
244,Various Artists,Homo Christmas,0.519,0.727,7,-10.898,1,0.042,0.0864,0,0.322,0.822,153.286,155080
245,Athens Boys Choir,The Metrosexual Threw Off My Gaydar,0.832,0.861,4,-5.733,0,0.186,0.174,0,0.114,0.431,108.055,158827
246,Namoli Brennet,Thorn in Your Side,0.805,0.637,6,-9.841,0,0.117,0.363,0.000203,0.081,0.31,119.972,269000
247,PWR BTTM,I Wanna Boi,0.371,0.42,0,-6.224,1,0.0513,0.431,0,0.0597,0.564,83.452,122973
248,Skylar Kergil,On Birds and Bodies,0.505,0.338,2,-6.374,1,0.0389,0.831,0,0.0937,0.285,143.013,273831
249,Lip Shit Queers,Gender Queer,0.69,0.934,5,-6.187,1,0.115,0.0996,0.0118,0.367,0.239,140.033,277014
250,The Spook School,I Want to Kiss You,0.272,0.727,0,-6.174,1,0.0484,0.000379,0,0.0766,0.664,96.523,171107
251,Elmo Sexwhistle,Genderfuck!,0.498,0.974,10,-5.612,0,0.0591,0.000132,0.0424,0.233,0.525,136.995,249801
252,Athens Boys Choir,Tranny Got Pack (Revised),0.931,0.638,1,-13.084,1,0.476,0.264,0,0.19,0.806,128.112,106960
253,Good Asian Drivers,Third Gender,0.633,0.782,0,-6.329,1,0.259,0.155,0,0.214,0.599,133.239,212747
254,The Homophones,Mala Strana,0.524,0.723,2,-5.506,1,0.039,0.635,3.91E-06,0.25,0.799,112.286,136720
255,The Homophones,Mala Strana,0.524,0.723,2,-5.506,1,0.039,0.635,3.91E-06,0.25,0.799,112.286,136720
256,Namoli Brennet,Marjorie,0.589,0.612,4,-8.786,0,0.026,0.437,9.03E-05,0.286,0.481,96.038,175466
257,Dazey and the Scouts,Sweet Cis Teen,0.253,0.851,2,-5.867,1,0.0627,0.00197,0.282,0.708,0.298,126.487,273302
258,Shoplifting,Male Gynecology,0.545,0.65,2,-8.538,1,0.0431,0.0135,0.132,0.0824,0.652,152.516,188213
259,Gay Panic,Joy Boy,0.309,0.943,0,-6.314,1,0.142,0.0194,0.417,0.298,0.391,168.021,204307
260,Dog Park Dissidents,Trans Starship Feminist Bdsm Paradise,0.458,0.896,11,-10.924,0,0.124,0.313,0,0.87,0.511,105.012,181875
261,Angel Haze,Battle Cry,0.47,0.871,0,-6.662,0,0.299,0.0117,0,0.343,0.454,160.212,292098
262,Limp Wrist,Want Us Dead,0.317,0.849,4,-5.223,0,0.0469,0.000486,0.124,0.111,0.643,144.265,91280
263,Shawnee,Warrior Heart,0.477,0.692,0,-7.159,1,0.0461,0.279,0.00114,0.11,0.326,151.973,262387
264,Mother Mother,Body Of Years,0.722,0.637,2,-4.348,1,0.0339,0.0113,6.73E-05,0.0802,0.563,117.063,278400
265,Jay Boogie,Precious,0.749,0.647,9,-8.163,1,0.216,0.152,0.0283,0.123,0.423,115.01,252400
266,Poppy,Am I A Girl?,0.663,0.665,2,-6.717,0,0.044,0.00677,0.00195,0.111,0.464,122.052,217855
267,Rae Spoon,Do Whatever the Heck You Want,0.726,0.526,0,-5.586,1,0.0298,0.422,0,0.139,0.444,123.019,169253
268,Ren Stedman,Bigger balls than you,0.491,0.672,6,-14.192,0,0.0714,0.419,2.66E-05,0.274,0.773,133.429,247500
269,Ryan Cassata,Man in the Mirror,0.579,0.246,11,-7.49,1,0.0328,0.897,0,0.133,0.44,176.06,209133
270,Ankle Grease,Gender School Dropout,0.405,0.921,7,-7.268,1,0.0423,0.0613,0,0.353,0.669,156.248,123159
271,Dyke Drama,The Thing I Do Best,0.516,0.631,3,-7.339,0,0.0308,0.000106,0.0388,0.275,0.637,127.17,130598
272,Dog Park Dissidents,Rainbow Drones,0.569,0.877,6,-11.504,1,0.12,0.288,0,0.611,0.652,163.01,174000
273,Various Artists,Big Dick,0.264,0.78,3,-3.668,0,0.0931,0.156,4.50E-05,0.255,0.559,166.476,120733
274,Boyskout,Girl On Girl Action,0.34,0.762,8,-6.129,1,0.0413,0.00109,0.0769,0.225,0.621,159.862,240027
275,Sons of an Illustrious Father,U.S. Gay,0.195,0.706,4,-7.123,1,0.0605,0.0641,0,0.144,0.122,177.743,229432
276,Ashby and the Oceanns,Queer Kidz,0.79,0.714,9,-6.897,1,0.113,0.587,0,0.0944,0.641,129.919,192000
277,Murder Person for Hire,Chaotic Gender Neutral,0.714,0.796,11,-7.645,1,0.0888,0.256,0,0.128,0.671,111.45,132443
278,Franz Ferdinand,Michael,0.428,0.871,6,-6.662,0,0.0421,0.00548,0.000299,0.208,0.78,158.474,201307
279,Hunx & His Punx,Lovers Lane,0.467,0.703,11,-5.675,0,0.0621,0.329,1.24E-05,0.494,0.452,127.469,215133
280,Christine and the Queens,iT,0.568,0.573,0,-7.681,1,0.06,0.315,1.20E-05,0.086,0.655,179.929,218159
281,GRLwood,Vaccines Made Me Gay,0.421,0.932,11,-5.069,0,0.0542,0.00128,0.748,0.0831,0.687,164.414,144158
282,Super 8 Cum Shot,Everybody Loves A Muscle Boi,0.342,0.846,9,-5.573,1,0.0962,0.0274,0,0.473,0.764,166.556,146067
283,Boyskout,Back To Bed,0.589,0.791,8,-4.472,1,0.0274,0.0221,2.06E-05,0.139,0.735,148.059,160160
284,Team Dresch,Hate the Christian Right!,0.478,0.943,0,-8.89,1,0.0786,0.0143,0.227,0.127,0.303,142.534,155800
285,Joan Jett & The Blackhearts,Androgynous - Recorded at Spotify Studios NYC,0.733,0.754,2,-4.42,1,0.0306,0.0443,0,0.129,0.636,114.345,175080
286,Various Artists,Go Away - Live,0.231,0.806,10,-11.834,1,0.0629,0.0323,0.167,0.723,0.263,81.422,207107
287,Fagatron,Like a Prayer,0.346,0.592,9,-9.447,1,0.22,0.138,2.81E-06,0.261,0.502,179.859,135600
288,Eli Conley and Hip for Squares,Pinocchio,0.471,0.406,2,-10.77,1,0.0371,0.38,0,0.137,0.616,115.504,202733
289,Kiethevez,Always A Boy,0.555,0.604,4,-8.205,0,0.0307,0.00598,0.0517,0.0774,0.328,117.917,269707
290,Left at London,I Split My Ribs Open,0.608,0.743,5,-7.651,0,0.103,0.0809,0,0.111,0.702,155.876,216473
291,Gravy Train!!!!,Wutcha Wutcha Wutcha Doin' Tonite?,0.618,0.861,10,-4.359,0,0.0619,0.0278,0,0.206,0.952,166.356,171000
292,God Is My Co-Pilot,Steal Yr GF,0.559,0.924,11,-7.693,0,0.078,0.000142,0.000573,0.548,0.6,130.02,84347
293,Queen Zee,Sissy Fists,0.205,0.948,11,-4.232,1,0.113,2.23E-05,0.00647,0.0837,0.376,150.166,143853
294,Mouthfull,Ugly Face,0.294,0.692,9,-12.295,0,0.109,5.79E-06,0.774,0.109,0.873,173.219,155016
295,Asher Brown,Hey Little Abigail,0.559,0.37,1,-15.55,1,0.0389,0.494,1.50E-06,0.106,0.772,171.401,204843
296,Rae Spoon,I Hear Them Calling,0.58,0.602,9,-7.531,1,0.0316,0.0405,0.0412,0.115,0.328,125.006,241027
297,Gay For Johnny Depp,Hey F*cked Up! (Punk Rock Can't Exist In Countries With Good Social Services),0.316,0.928,2,-2.899,1,0.0985,0.000134,0.000252,0.348,0.589,117.382,133959
298,Ryan Cassata Music,The Trans Slam,0.696,0.183,1,-15.604,1,0.462,0.789,0,0.0707,0.619,102.995,64625
299,Boyinaband,Spectrum (feat. Cryaotic & Minx),0.703,0.783,9,-5.399,0,0.0674,0.0148,0,0.269,0.186,129.977,251077
300,Hunx & His Punx,Bad Boy,0.184,0.888,4,-4.836,0,0.0692,0.229,0.0172,0.399,0.341,179.814,161200
301,Propagandhi,Homophobes Are Just Pissed 'Cause They Can't Get Laid,0.39,0.944,7,-5.069,1,0.0464,5.13E-05,0.242,0.163,0.928,119.298,104587
302,Eli Conley,Strong and Tender,0.437,0.282,2,-11.087,1,0.0348,0.831,6.35E-05,0.0873,0.291,140.404,255587
303,Ren Stedman,What I Have Become,0.701,0.459,11,-14.567,1,0.0402,0.822,0.000114,0.12,0.481,95.043,194673
304,Aye Nako,Sissy,0.211,0.96,10,-2.704,1,0.0503,0.00403,0.883,0.047,0.146,167.698,111253
305,Qfolk,Nonbinary Fantasy Trash Babe,0.47,0.29,7,-11.064,1,0.0353,0.664,1.01E-05,0.147,0.633,146.628,206477
306,Asher Brown,What Makes a Man,0.53,0.342,4,-15.439,1,0.0292,0.617,0.00291,0.122,0.376,85.856,258283
307,The Hidden Cameras,He Is the Boss of Me,0.524,0.78,3,-7.946,1,0.0276,0.0591,3.92E-05,0.188,0.94,131.345,173000
308,The Shondes,Are You Ready,0.433,0.91,6,-5.196,0,0.0408,0.000321,0.00954,0.44,0.733,184.982,198600
309,God Is My Co-Pilot,QDA (Anthem),0.658,0.824,6,-10.039,0,0.0947,0.00202,0.0132,0.0743,0.74,139.898,170640
310,Frightwig,My Crotch Does Not Say Go,0.288,0.946,9,-3.088,0,0.067,2.02E-05,0.00236,0.336,0.341,155.976,198453
311,Hunx & His Punx,Everyone's A Pussy (Fuck You Dude),0.519,0.997,4,-4.547,1,0.22,0.175,0.994,0.061,0.0698,102.899,30600
312,The Hirs Collective,From My Mouth to Yours.,0.382,0.987,5,-3.756,0,0.0568,9.08E-06,0.159,0.473,0.0935,139.953,226969
313,Human Kitten,Space Princess,0.664,0.385,0,-9.434,1,0.125,0.569,0,0.317,0.565,75.771,98089
314,Fabulous Disaster,Gia,0.412,0.958,9,-4.3,1,0.0604,0.000913,0.00166,0.25,0.349,91.526,136133
315,Tuffragettes,Tuffragettes Against Terfs,0.518,0.973,6,-4.396,0,0.137,0.00775,0.000248,0.312,0.461,104.952,221714
316,Ezra Furman,Maraschino-Red Dress $8.99 at Goodwill,0.677,0.741,7,-11.515,1,0.128,0.193,1.12E-05,0.249,0.553,76.501,150000
317,Skinny Girl Diet,Dimethyltryptamine,0.0947,0.905,0,0.672,1,0.0435,0.000122,0.662,0.356,0.222,172.071,221940
318,Gaymous,(Let's Pretend We Don't Have) Feelings,0.728,0.612,11,-5.407,0,0.0344,0.000748,0.752,0.614,0.501,129.962,289988
319,Rae Spoon,Ghost of a Boy,0.45,0.396,5,-12.164,1,0.0461,0.831,0.784,0.111,0.249,169.92,212040
320,The Groans,Skin,0.32,0.975,2,-4.989,1,0.0959,9.47E-05,0.865,0.375,0.257,146.223,168594
321,Eli Conley,What I'm Worth,0.424,0.232,4,-9.34,1,0.0341,0.763,0.000138,0.108,0.161,137.513,245933
322,Evan Greer,Last iPhone,0.488,0.888,0,-6.99,1,0.0898,0.0115,0.00159,0.556,0.547,149.864,217325
323,The Butchies,Insult To Injury,0.213,0.766,2,-8.38,1,0.0489,0.386,0.358,0.212,0.527,172.33,253093
324,Ludlow,Trust No Cop,0.576,0.577,4,-7.223,0,0.0384,0.368,0,0.553,0.679,124.878,233093
325,Bitch and Animal,drag king bar,0.472,0.613,9,-7.273,1,0.322,0.941,7.53E-06,0.715,0.788,147.203,282933
326,Red Aunts,Rollerderby Queen,0.217,0.978,2,-5.956,1,0.147,9.51E-05,0.338,0.341,0.322,165.126,128000
327,The Magnetic Fields,Andrew in Drag,0.675,0.725,0,-6.281,1,0.0298,0.46,0.00091,0.333,0.449,119.973,132573
328,Riley!,Theydies and Gentlethem,0.456,0.357,7,-8.566,1,0.0634,0.416,1.97E-05,0.0776,0.137,191.085,166421
329,The Groans,Colors,0.377,0.834,6,-6.962,0,0.0537,0.159,3.07E-05,0.248,0.487,143.941,229389
330,Aye Nako,Nightcrawler,0.386,0.859,4,-3.029,1,0.0365,0.124,0.341,0.0554,0.407,94.776,201653
331,Le Tigre,Dyke March 2001,0.801,0.746,10,-8.065,0,0.0894,0.0143,0.512,0.0687,0.886,139.769,277800
332,Evan Greer,The Spring,0.661,0.593,7,-8.952,1,0.0291,0.00654,0.00029,0.193,0.193,137.023,265901
333,C Zigz,TAK,0.778,0.254,2,-17.808,1,0.0973,0.829,0.0275,0.096,0.35,102.994,338233
334,Ren Stedman,Problems,0.504,0.321,8,-18.034,1,0.0499,0.394,1.29E-06,0.143,0.509,134.77,251192
335,Fagatron,Anthem,0.509,0.619,2,-7.759,1,0.0664,0.0025,0.0127,0.102,0.414,101.341,86627
336,Gender Work,queer bodies in motion,0.298,0.346,6,-18.463,0,0.0415,0.0325,0.843,0.128,0.669,139.912,91018
337,Polythene Pam,Middle Age Transsexual Theme Song,0.541,0.854,9,-6.883,1,0.218,0.0125,5.26E-05,0.123,0.619,169.752,205571
338,Fagatron,Flip Flop,0.386,0.695,7,-9.14,1,0.158,0.000619,0.598,0.158,0.86,154.77,60813
339,Travis Love Benson,Universally Accepted,0.727,0.602,8,-10.167,1,0.0319,0.521,0,0.123,0.613,119.016,316997
340,The Hirs Collective,Yøu Can't Kill Us - Kilbourne Remix,0.544,0.979,10,-3.812,1,0.112,0.000947,0.000109,0.143,0.08,95.067,128015
341,Ashby and the Oceanns,Ode to Boy,0.747,0.489,11,-8.978,1,0.0527,0.769,0,0.0903,0.553,119.981,174000
342,Liam and the Bees,Genderbender,0.613,0.0862,5,-19.507,0,0.0598,0.836,5.14E-05,0.109,0.622,74.286,219063
343,Victor Quinlan,Not With Haste,0.524,0.432,3,-7.893,1,0.0251,0.847,0.00012,0.109,0.0874,62.304,314227
344,Ren Stedman,Bugs,0.452,0.142,9,-21.175,1,0.0445,0.737,0,0.168,0.574,95.869,159000
345,Joshua Klipp,Little Girl,0.68,0.858,1,-4.046,0,0.052,0.0416,0,0.0927,0.757,120.002,283387
346,The Breathing Light,Real Fun,0.194,0.919,7,-2.266,0,0.0751,0.0198,0.344,0.543,0.0398,124.646,340403
347,Pussyfoot,Animals,0.491,0.998,4,-1.283,0,0.295,0.00184,5.37E-06,0.0913,0.153,154.917,308782
348,Onsind,You Should Probably Keep It All In,0.456,0.403,6,-8.234,1,0.0355,0.161,0,0.492,0.512,78.157,232082
349,Shitting Glitter,Socially Activist,0.591,0.829,9,-9.771,1,0.0814,0.197,0.0392,0.0239,0.795,173.997,224747
350,The Homobiles,Homo Safe,0.696,0.688,6,-4.026,0,0.0606,0.197,0,0.116,0.866,130.87,178000
351,Harley Poe,Transvestities Can Be Cannibals Too,0.499,0.614,7,-8.175,1,0.0621,0.151,3.52E-06,0.0555,0.605,89.038,276973
352,The Hidden Cameras,Steal All You Can Motherfucker,0.528,0.803,4,-8.958,1,0.0327,0.029,0,0.0857,0.79,133.211,155867
353,Just Fern,Daughter - Basement Mix,0.342,0.855,4,-6.922,1,0.181,0.351,0.000349,0.286,0.591,169.847,145058
354,Niko,Monogamy,0.735,0.29,1,-13.216,1,0.307,0.14,0.000145,0.118,0.218,145.941,174315
355,Itsbambii,My LGBT Story,0.772,0.282,0,-14.702,0,0.122,0.878,2.74E-05,0.0929,0.607,82.961,161960
356,PUSSYLIQUOR,Hurtz,0.298,0.909,9,-5.966,0,0.0515,8.85E-05,4.10E-06,0.0881,0.699,158.667,198893
357,Limp Wrist,They Tell Me,0.228,0.959,4,-5.29,1,0.119,9.27E-05,0.0849,0.338,0.375,178.618,135839
358,Mal Blum,New Year's Eve,0.516,0.199,7,-9.541,1,0.0402,0.874,4.93E-06,0.108,0.575,105.622,394507
359,Shamir,Room,0.727,0.729,9,-6.152,1,0.0342,0.161,0.000455,0.15,0.807,125.932,156190
360,Jesediah,Stove On,0.633,0.704,1,-7.609,1,0.173,0.166,0,0.43,0.262,93.309,204820
361,Joe Stevens,Last Man Standing,0.619,0.504,2,-9.71,1,0.0354,0.495,0.000509,0.0977,0.507,134.113,291493
362,Mae Krell,Scars,0.65,0.505,0,-6.605,1,0.0278,0.487,0,0.0948,0.561,94.981,207158
363,Wolf Girl,Middlesexy,0.209,0.433,3,-13.839,1,0.0367,0.000203,0.693,0.131,0.187,79.799,175496
364,Various Artists,Songs,0.565,0.199,2,-15.387,1,0.0283,0.938,0.0598,0.136,0.367,83.115,237897
365,Butch Baby,TERF Bangs,0.451,0.859,7,-6.632,1,0.0658,0.000158,0.00413,0.55,0.425,172.864,166484
366,Mary Wander,Gender Ender,0.552,0.102,10,-16.61,1,0.0578,0.884,0,0.262,0.486,121.489,151377
367,Jesediah,Lonzo,0.773,0.651,7,-8.513,1,0.0458,0.0365,0,0.302,0.361,99.968,206401
368,Jayne County,Man Enough to Be a Woman,0.44,0.441,1,-20.544,0,0.061,0.0021,0.000178,0.789,0.432,143.267,259960
369,Vivek Shraya,Part-Time Woman,0.398,0.506,9,-7.974,1,0.0316,0.22,0.000224,0.186,0.557,97.243,126427
370,Vivek Shraya,Part-Time Woman,0.398,0.506,9,-7.974,1,0.0316,0.22,0.000224,0.186,0.557,97.243,126427
371,Cadallaca,The Trouble With Public Places,0.308,0.885,0,-4.093,1,0.0727,0.3,4.29E-06,0.322,0.762,176.952,178893
372,Cadallaca,The Trouble With Public Places,0.308,0.885,0,-4.093,1,0.0727,0.3,4.29E-06,0.322,0.762,176.952,178893
373,Partyline,Girls With Glasses,0.35,0.985,2,-5.297,1,0.0563,0.214,0.00384,0.364,0.513,94.812,129707
374,Partyline,Girls With Glasses,0.35,0.985,2,-5.297,1,0.0563,0.214,0.00384,0.364,0.513,94.812,129707
375,Le Tigre,TKO,0.694,0.914,11,-2.366,0,0.0328,0.0338,0.000198,0.537,0.829,138.596,204267
376,Evelyn Ida Morris,The Body Appears,0.437,0.0785,0,-19.348,1,0.0328,0.985,0.0499,0.0894,0.0608,73.758,329907
377,Evelyn Ida Morris,The Body Appears,0.437,0.0785,0,-19.348,1,0.0328,0.985,0.0499,0.0894,0.0608,73.758,329907
378,Excuse 17,This Is Not Your Wedding Song,0.16,0.843,4,-7.092,1,0.0603,0.0481,0.0189,0.108,0.217,188.4,267733
379,Excuse 17,This Is Not Your Wedding Song,0.16,0.843,4,-7.092,1,0.0603,0.0481,0.0189,0.108,0.217,188.4,267733
380,Queen Zee,I Hate Your New Boyfriend,0.285,0.708,1,-7.258,0,0.0683,0.000494,0.0117,0.0951,0.111,144.957,310333
381,Topic,Perfect,0.657,0.66,1,-5.129,0,0.0983,0.0877,0,0.133,0.421,155.926,205120
382,Metro Station,She Likes Girls,0.534,0.905,0,-3.52,1,0.134,0.00198,0,0.0519,0.576,159.936,237866
383,Catey Shaw,Night Go Slow,0.635,0.44,2,-10.119,1,0.0294,0.629,0.000287,0.101,0.284,125.088,199842
384,Zedd,Daisy,0.586,0.598,2,-5.774,1,0.0359,0.124,0,0.151,0.201,112.067,174413
385,Mal Blum,Better Than I Was,0.413,0.532,0,-10.173,1,0.111,0.376,0,0.112,0.813,198.922,204747
386,Jesediah,G.O.A.T.,0.614,0.479,0,-7.389,1,0.31,0.351,0,0.0988,0.936,149.981,219892
387,Jayne County,If You Don't Want To Fuck (F*** Off),0.405,0.779,4,-10.733,1,0.299,0.00528,9.04E-06,0.327,0.66,123.41,240907
388,Jayne County,If You Don't Want To Fuck (F*** Off),0.405,0.779,4,-10.733,1,0.299,0.00528,9.04E-06,0.327,0.66,123.41,240907
389,Dazey and the Scouts,Wet,0.49,0.934,9,-5.06,0,0.05,0.0206,7.24E-06,0.755,0.62,95.839,170931
390,Seth Bogart,Eating Makeup (feat. Kathleen Hanna),0.654,0.86,0,-5.446,1,0.0438,0.066,0.00115,0.287,0.965,131.975,180027
391,Various Artists,Only Straight Girls Wear Dresses,0.626,0.732,6,-9.832,1,0.056,0.382,0.000745,0.196,0.933,135.233,284267
392,Lipstick Homicide,Rockerchick,0.36,0.875,9,-6.17,1,0.0478,5.06E-05,0.00128,0.0932,0.79,98.314,126760
393,imbi the girl,V.I.P.,0.622,0.512,1,-6.507,0,0.51,0.297,0,0.181,0.339,120.257,238881
394,Calamity Jane,Miss Hell,0.167,0.912,5,-3.042,1,0.113,0.418,0.0357,0.529,0.0776,148.733,182320
395,Left at London,Waiting on a Ghost,0.501,0.0819,10,-9.293,1,0.0381,0.974,1.47E-05,0.118,0.305,73.066,175765
396,Excuse 17,Watchmaker,0.238,0.989,9,-4.278,1,0.218,0.0425,0.0129,0.0931,0.379,172.314,188227
397,Ah-Mer-Ah-Su,Klonopin,0.805,0.788,8,-6.447,0,0.134,0.515,0.0275,0.126,0.731,122.111,229096
398,Aye Nako,Particle Mace,0.216,0.953,9,-3.123,0,0.093,0.00472,0.198,0.156,0.315,124.498,207467
399,Aye Nako,Particle Mace,0.216,0.953,9,-3.123,0,0.093,0.00472,0.198,0.156,0.315,124.498,207467
400,Laura Jane Grace & the Devouring Mothers,Apocalypse Now (& Later),0.67,0.969,7,-4.584,1,0.0327,0.128,0,0.196,0.947,125.018,135040
401,Pigeon Pit,Nights Like These,0.634,0.328,2,-13.939,1,0.132,0.868,0,0.119,0.88,91.772,121852
402,Big Joanie,Fall Asleep,0.559,0.974,9,-3.62,1,0.109,0.0458,2.47E-05,0.205,0.605,137.021,176617
403,Peaches,Boys Wanna Be Her,0.775,0.513,2,-3.863,1,0.098,0.159,1.44E-06,0.0815,0.711,139.036,235573
404,Ezra Furman,Driving Down to L.A,0.681,0.522,7,-14.568,1,0.0441,0.0255,0.00294,0.382,0.367,125.97,198000
405,CJ Run,Spaghetti,0.719,0.555,7,-9.157,1,0.183,0.77,1.40E-05,0.223,0.814,88.251,185015
406,Tunde Olaniran,Namesake,0.605,0.859,7,-2.715,0,0.169,0.528,0,0.155,0.619,155.98,275695
407,In Love With a Ghost,Am I a Girl? Am I a Boy? Do I Really Care?,0.928,0.433,0,-12.604,1,0.0638,0.543,0.323,0.0904,0.757,104.981,59481
408,Bad Cop  Bad Cop,Womanarchist,0.482,0.944,2,-5.111,1,0.0632,1.39E-05,2.29E-06,0.0578,0.496,107.496,172400
409,ANOHNI,Why Did You Separate Me from the Earth?,0.614,0.623,7,-6.305,1,0.031,0.0446,1.91E-05,0.402,0.213,131.897,216000
410,Kim Petras,Slow It Down,0.677,0.649,0,-6.32,0,0.0324,0.0288,0.000214,0.112,0.218,120.016,224988
411,Le Tigre,Deceptacon,0.603,0.864,4,-3.341,0,0.0668,0.055,0.00493,0.0986,0.616,160.488,184627
412,Placebo,Nancy Boy,0.391,0.958,10,-5.494,1,0.0832,0.000181,0.000899,0.122,0.326,89.88,210933
413,Quay Dash,Queen Of This Shit,0.884,0.424,9,-11.622,1,0.348,0.0258,8.54E-05,0.3,0.597,119.988,186070
414,SOPHIE,Immaterial,0.776,0.717,2,-4.897,1,0.0836,0.115,0.00755,0.327,0.828,139.995,232807
415,Ruth B.,Lost Boy,0.71,0.0565,7,-15.099,1,0.0534,0.965,0,0.0889,0.348,123.994,275280
416,The Killers,Spaceman,0.525,0.904,4,-5.488,1,0.0532,0.00257,0.000648,0.12,0.803,151.988,284547
417,Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,0.266,0.831,4,-9.07,1,0.0453,0.000862,0,0.0555,0.778,175.514,163693
418,The Cure,Boys Don't Cry,0.462,0.836,11,-5.766,0,0.0621,0.00517,0,0.18,0.671,168.766,155973
419,Logic,1-800-273-8255,0.62,0.574,5,-7.788,0,0.0479,0.57,0,0.19,0.352,100.021,250173
420,The Total Bettys,No Kings,0.292,0.644,10,-6.377,1,0.0364,0.77,1.18E-06,0.192,0.454,96.886,197720
421,Maddie Ross,Loners,0.65,0.51,4,-5.473,0,0.0533,0.0907,0,0.149,0.723,173.891,173470
422,Vivek Shraya,Girl It's Your Time,0.495,0.455,1,-9.226,1,0.0354,0.471,5.13E-05,0.33,0.134,94.943,140536
423,Maris,Boys,0.64,0.79,1,-5.52,1,0.0396,0.0447,0.0736,0.151,0.493,115.007,179814
424,Lipstick Homicide,What’s Expected of You,0.472,0.857,7,-5.962,1,0.0405,0.00024,1.04E-05,0.285,0.642,91.367,143880
425,Partner,"The ""Ellen"" Page",0.452,0.667,9,-6.269,1,0.0779,0.0133,0,0.196,0.485,122.933,102051
426,Torrey Mercer,Boys / Girls,0.738,0.606,0,-10.254,1,0.0374,0.0451,2.12E-05,0.289,0.751,90.038,199139
427,Frankie Simone,Queer,0.677,0.73,2,-5.046,1,0.0326,0.00268,0.00468,0.283,0.33,95.055,187157
